Song Name	Only You by Dexter King feat. Alexis Donn [Monstercat]
Title	Only You
Artist	Dexter King feat. Alexis Donn [Monstercat]
Description	Dexter King captures a magnetic mood with his sophomore Monstercat release, this song is also featured in Rocket League! Map by doofyplayer.
Difficulty	11
Primary Color	Beat
Secondary Color	Rush
Cover Image ID	7166191153
Audio Asset ID	rbxassetid://9065300824
Audio File	9065300824.ogg
Last Note Time	175.735
Total Notes	718
Fever Fill	191
Fever Time	26.360250
Long Notes	146
BPM	126
Song Length	176.735000000

Timing Points
0.974	476.190476


Song Data
0.974	1	2	1
1.450	2	2	1
1.926	3	1	1
2.640	4	2	1
2.759	5	4	1
3.116	6	3	1
3.473	7	3	1
3.831	8	3	1
4.783	9	2	1
5.259	10	2	1
5.735	11	1	1
6.450	12	2	1
6.569	13	4	1
6.926	14	3	1
7.283	15	3	1
7.640	16	3	1
8.116	17	1	1
8.473	18	1	2
8.831	19	1	3
8.593	20	2	1
8.831	21	4	2
9.545	22	4	3
9.069	23	3	1
9.545	24	1	1
10.021	25	3	1
10.259	26	2	1
10.378	27	4	1
10.497	28	1	1
10.735	29	3	1
10.973	30	2	1
11.093	31	3	1
11.450	32	3	1
11.926	33	2	1
12.164	34	1	1
12.402	35	4	2
12.878	36	4	3
12.878	37	2	1
13.116	38	3	1
13.354	39	1	2
13.712	40	1	3
13.712	41	4	2
14.069	42	4	3
13.831	43	3	1
14.069	44	2	1
14.188	45	4	1
14.307	46	1	1
14.426	47	2	1
14.545	48	3	1
14.783	49	2	1
14.902	50	3	1
15.259	51	3	1
15.735	52	4	1
15.973	53	3	1
16.093	54	1	2
16.450	55	1	3
16.212	56	2	1
16.450	57	4	2
17.164	58	4	3
16.688	59	3	1
17.164	60	1	1
17.640	61	3	1
17.878	62	2	1
17.997	63	4	1
18.116	64	1	1
18.354	65	3	1
18.593	66	2	1
18.712	67	3	1
19.069	68	3	1
19.545	69	2	1
19.783	70	1	1
20.021	71	4	2
20.497	72	4	3
20.497	73	2	1
20.735	74	3	1
20.973	75	1	2
21.450	76	1	3
21.450	77	3	1
21.688	78	2	2
22.164	79	2	3
21.807	80	4	1
22.164	81	3	1
22.402	82	2	1
22.521	83	3	1
22.640	84	1	2
23.354	85	1	3
22.878	86	3	1
23.354	87	4	1
23.831	88	3	1
24.307	89	3	1
24.545	90	1	1
24.783	91	2	1
25.021	92	3	1
25.259	93	1	1
25.497	94	2	2
25.973	95	2	3
25.616	96	4	1
25.735	97	1	1
25.973	98	3	1
26.212	99	2	1
26.331	100	3	1
26.450	101	1	1
26.688	102	3	2
26.926	103	3	3
26.926	104	4	1
27.164	105	4	2
27.402	106	4	3
27.402	107	3	2
27.640	108	3	3
27.640	109	2	1
28.116	110	3	1
28.593	111	1	1
28.831	112	2	1
29.069	113	3	1
29.307	114	2	1
29.426	115	4	1
29.545	116	1	1
29.783	117	3	1
30.021	118	2	1
30.140	119	3	1
30.259	120	1	1
30.497	121	3	2
30.735	122	3	3
30.735	123	4	1
30.973	124	4	2
31.212	125	4	3
31.212	126	3	2
31.450	127	3	3
31.450	128	2	1
31.926	129	3	1
32.402	130	1	1
32.640	131	4	2
32.878	132	4	3
32.878	133	3	1
33.116	134	2	2
33.593	135	2	3
33.235	136	4	1
33.354	137	1	1
33.593	138	3	1
33.831	139	2	1
33.950	140	3	1
34.069	141	4	1
34.307	142	3	2
34.783	143	3	3
34.783	144	1	2
35.259	145	1	3
35.259	146	3	1
35.735	147	3	1
36.212	148	1	1
36.450	149	4	2
36.688	150	4	3
36.926	151	2	2
37.402	152	2	3
37.045	153	4	1
37.402	154	3	1
37.640	155	2	1
37.759	156	3	1
37.878	157	4	1
38.116	158	3	2
38.593	159	3	3
38.593	160	1	2
39.069	161	1	3
39.069	162	3	1
39.069	163	4	1
39.545	164	2	1
40.021	165	4	2
40.497	166	4	3
40.497	167	1	2
40.735	168	1	3
40.735	169	3	2
41.926	170	3	3
41.212	171	2	2
41.926	172	2	3
41.450	173	1	1
42.402	174	2	1
43.116	175	4	2
43.354	176	4	3
43.354	177	3	2
